2025-08-13 12:56:17.852 | INFO     | __main__:main:29 - 开始加载数据...
2025-08-13 14:50:20.850 | INFO     | src.model.price_predictor:train:64 - Epoch [3/20], Loss: 35738.2033
2025-08-13 14:50:31.796 | INFO     | src.model.price_predictor:train:64 - Epoch [4/20], Loss: 28489.0581
2025-08-13 14:50:42.811 | INFO     | src.model.price_predictor:train:64 - Epoch [5/20], Loss: 22221.0050
2025-08-13 14:50:53.140 | INFO     | src.model.price_predictor:train:64 - Epoch [6/20], Loss: 17369.8816
2025-08-13 14:51:03.465 | INFO     | src.model.price_predictor:train:64 - Epoch [7/20], Loss: 13549.5605
2025-08-13 14:51:14.636 | INFO     | src.model.price_predictor:train:64 - Epoch [8/20], Loss: 10648.0311
2025-08-13 14:51:25.679 | INFO     | src.model.price_predictor:train:64 - Epoch [9/20], Loss: 8420.5696
2025-08-13 14:55:24.967 | INFO     | __main__:run_full_trading_simulation:25 - Starting full trading simulation...
2025-08-13 14:55:25.466 | INFO     | src.agent.environment:__init__:44 - Trading environment initialized with 34945 steps.
2025-08-13 14:55:25.466 | INFO     | src.agent.environment:__init__:45 - Observation space shape: (228,)
2025-08-13 14:55:25.466 | INFO     | src.agent.trading_agent:__init__:77 - Using device for TradingAgent: cpu
2025-08-13 14:55:25.667 | INFO     | src.agent.trading_agent:__init__:95 - Trading agent (DDPG) initialized.
2025-08-13 14:55:25.667 | ERROR    | __main__:run_full_trading_simulation:41 - Error: Trading agent model not found at /Users/kaizheng/Desktop/gemini/agent_power_trading/models/trading_agent.pth. Please train the agent first.
2025-08-13 14:56:46.721 | INFO     | __main__:run_full_trading_simulation:25 - Starting full trading simulation...
2025-08-13 14:56:47.358 | INFO     | src.agent.environment:__init__:44 - Trading environment initialized with 34945 steps.
2025-08-13 14:56:47.358 | INFO     | src.agent.environment:__init__:45 - Observation space shape: (228,)
2025-08-13 14:56:47.358 | INFO     | src.agent.trading_agent:__init__:77 - Using device for TradingAgent: cpu
2025-08-13 14:56:47.543 | INFO     | src.agent.trading_agent:__init__:95 - Trading agent (DDPG) initialized.
2025-08-13 14:56:47.543 | ERROR    | __main__:run_full_trading_simulation:41 - Error: Trading agent model not found at /Users/kaizheng/Desktop/gemini/agent_power_trading/models/trading_agent.pth. Please train the agent first.
2025-08-13 14:56:47.543 | ERROR    | __main__:<module>:191 - Simulation results are empty. Cannot perform evaluation.
2025-08-13 14:58:29.314 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 14:58:29.315 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/aexp/final_dataset.csv 加载处理过的数据...
2025-08-13 14:58:29.784 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 14:58:29.806 | INFO     | __main__:train_price_predictor:62 - 对特征进行缩放...
2025-08-13 14:58:29.853 | INFO     | __main__:train_price_predictor:69 - 缩放器已保存到 /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl
2025-08-13 14:58:29.853 | INFO     | __main__:train_price_predictor:72 - 创建序列数据...
2025-08-13 14:58:30.268 | INFO     | __main__:train_price_predictor:98 - 划分训练集和测试集...
2025-08-13 14:58:31.423 | INFO     | __main__:train_price_predictor:101 - 训练集大小: 27936, 测试集大小: 6985
2025-08-13 14:58:31.423 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 14:58:31.958 | INFO     | src.model.price_predictor:train:49 - Starting model training...
2025-08-13 14:58:42.293 | INFO     | src.model.price_predictor:train:64 - Epoch [1/1], Loss: 59154.9964
2025-08-13 14:58:42.295 | INFO     | src.model.price_predictor:train:65 - Model training finished.
2025-08-13 14:58:42.309 | INFO     | __main__:train_price_predictor:110 - 在测试集上评估模型...
2025-08-13 14:58:43.276 | INFO     | __main__:train_price_predictor:113 - 模型在测试集上的评估分数: 0.8456
2025-08-13 14:58:43.276 | INFO     | src.model.price_predictor:save:75 - Saving model to /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 14:58:43.280 | INFO     | __main__:train_price_predictor:118 - 电价预测器训练流程完成。
2025-08-13 14:59:20.424 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 14:59:20.424 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/aexp/final_dataset.csv 加载处理过的数据...
2025-08-13 14:59:20.933 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 14:59:20.947 | INFO     | __main__:train_price_predictor:62 - 对特征进行缩放...
2025-08-13 14:59:20.987 | INFO     | __main__:train_price_predictor:69 - 缩放器已保存到 /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl
2025-08-13 14:59:20.987 | INFO     | __main__:train_price_predictor:72 - 创建序列数据...
2025-08-13 14:59:21.494 | INFO     | __main__:train_price_predictor:98 - 划分训练集和测试集...
2025-08-13 14:59:22.393 | INFO     | __main__:train_price_predictor:101 - 训练集大小: 27936, 测试集大小: 6985
2025-08-13 14:59:22.393 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 14:59:22.919 | INFO     | src.model.price_predictor:train:49 - Starting model training...
2025-08-13 14:59:33.747 | INFO     | src.model.price_predictor:train:64 - Epoch [1/1], Loss: 59220.2068
2025-08-13 14:59:33.748 | INFO     | src.model.price_predictor:train:65 - Model training finished.
2025-08-13 14:59:33.766 | INFO     | __main__:train_price_predictor:110 - 在测试集上评估模型...
2025-08-13 14:59:34.707 | INFO     | __main__:train_price_predictor:113 - 模型在测试集上的评估分数: 0.8456
2025-08-13 14:59:34.708 | INFO     | src.model.price_predictor:save:75 - Saving model to /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 14:59:34.710 | INFO     | __main__:train_price_predictor:118 - 电价预测器训练流程完成。
2025-08-13 14:59:36.812 | INFO     | __main__:train_rl_agent:13 - Starting RL agent training process...
2025-08-13 14:59:37.405 | INFO     | src.agent.environment:__init__:44 - Trading environment initialized with 34945 steps.
2025-08-13 14:59:37.406 | INFO     | src.agent.environment:__init__:45 - Observation space shape: (228,)
2025-08-13 14:59:37.406 | INFO     | src.agent.trading_agent:__init__:77 - Using device for TradingAgent: cpu
2025-08-13 14:59:37.585 | INFO     | src.agent.trading_agent:__init__:95 - Trading agent (DDPG) initialized.
2025-08-13 15:02:26.796 | INFO     | __main__:train_rl_agent:62 - Episode 1/1, Total Reward: 36573022.34
2025-08-13 15:02:26.799 | INFO     | src.agent.trading_agent:save:147 - Saving agent model to /Users/kaizheng/Desktop/gemini/agent_power_trading/models/trading_agent.pth...
2025-08-13 15:02:26.803 | INFO     | __main__:train_rl_agent:68 - RL agent training process finished.
2025-08-13 15:02:34.258 | INFO     | __main__:run_full_trading_simulation:25 - Starting full trading simulation...
2025-08-13 15:02:34.737 | INFO     | src.agent.environment:__init__:44 - Trading environment initialized with 34945 steps.
2025-08-13 15:02:34.738 | INFO     | src.agent.environment:__init__:45 - Observation space shape: (228,)
2025-08-13 15:02:34.738 | INFO     | src.agent.trading_agent:__init__:77 - Using device for TradingAgent: cpu
2025-08-13 15:02:34.926 | INFO     | src.agent.trading_agent:__init__:95 - Trading agent (DDPG) initialized.
2025-08-13 15:02:34.926 | INFO     | src.agent.trading_agent:load:154 - Loading agent model from /Users/kaizheng/Desktop/gemini/agent_power_trading/models/trading_agent.pth...
2025-08-13 15:02:35.417 | INFO     | src.inference.predictor:run_price_prediction:17 - Starting price prediction inference...
2025-08-13 15:02:35.417 | INFO     | src.inference.predictor:run_price_prediction:31 - Loading scaler from /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl...
2025-08-13 15:02:36.037 | INFO     | src.inference.predictor:run_price_prediction:35 - Preparing inference data...
2025-08-13 15:02:36.507 | INFO     | src.inference.predictor:run_price_prediction:81 - Loading price predictor model from /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 15:02:36.511 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 15:02:36.522 | INFO     | src.model.price_predictor:load:79 - Loading model from /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 15:02:42.460 | INFO     | src.inference.predictor:run_price_prediction:88 - Price prediction inference finished.
2025-08-13 15:02:46.213 | INFO     | __main__:run_full_trading_simulation:108 - Full trading simulation finished. Total cumulative reward: 36725929.15
2025-08-13 15:02:46.449 | INFO     | __main__:<module>:180 - Simulation results saved to /Users/kaizheng/Desktop/gemini/agent_power_trading/data/aexp/simulation_results.csv
2025-08-13 15:02:46.450 | INFO     | __main__:evaluate_results:121 - Starting evaluation of simulation results...
2025-08-13 15:02:46.454 | INFO     | __main__:evaluate_results:139 - Average Price Prediction Error (clipped 0-1): 0.7470
2025-08-13 15:02:46.462 | INFO     | __main__:evaluate_results:151 - Total Cumulative Trading Reward: 36725929.15
2025-08-13 15:02:46.462 | INFO     | __main__:evaluate_results:152 - Daily Trading Rewards (first 5 days):
date
2024-01-03    351866.364828
2024-01-04    331460.462494
2024-01-05   -130375.993146
2024-01-06    569017.126059
2024-01-07     48196.119206
Name: reward, dtype: float64
2025-08-13 15:02:46.462 | INFO     | __main__:evaluate_results:159 - Evaluation finished.
2025-08-13 15:08:12.729 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 15:08:12.730 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/aexp/final_dataset.csv 加载处理过的数据...
2025-08-13 15:08:13.207 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 15:08:13.232 | INFO     | __main__:train_price_predictor:62 - 对特征进行缩放...
2025-08-13 15:08:13.284 | INFO     | __main__:train_price_predictor:69 - 缩放器已保存到 /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl
2025-08-13 15:08:13.285 | INFO     | __main__:train_price_predictor:72 - 创建序列数据...
2025-08-13 15:08:13.838 | INFO     | __main__:train_price_predictor:98 - 划分训练集和测试集...
2025-08-13 15:08:15.088 | INFO     | __main__:train_price_predictor:101 - 训练集大小: 27936, 测试集大小: 6985
2025-08-13 15:08:15.092 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 15:08:15.736 | INFO     | src.model.price_predictor:train:49 - Starting model training...
2025-08-13 15:08:27.184 | INFO     | src.model.price_predictor:train:64 - Epoch [1/1], Loss: 59199.7772
2025-08-13 15:08:27.185 | INFO     | src.model.price_predictor:train:65 - Model training finished.
2025-08-13 15:08:27.213 | INFO     | __main__:train_price_predictor:110 - 在测试集上评估模型...
2025-08-13 15:08:28.174 | INFO     | __main__:train_price_predictor:113 - 模型在测试集上的评估分数: 0.8456
2025-08-13 15:08:28.174 | INFO     | src.model.price_predictor:save:75 - Saving model to /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 15:08:28.179 | INFO     | __main__:train_price_predictor:118 - 电价预测器训练流程完成。
2025-08-13 15:08:30.617 | INFO     | __main__:train_rl_agent:13 - Starting RL agent training process...
2025-08-13 15:08:31.089 | INFO     | src.agent.environment:__init__:44 - Trading environment initialized with 34945 steps.
2025-08-13 15:08:31.089 | INFO     | src.agent.environment:__init__:45 - Observation space shape: (228,)
2025-08-13 15:08:31.089 | INFO     | src.agent.trading_agent:__init__:77 - Using device for TradingAgent: cpu
2025-08-13 15:08:31.274 | INFO     | src.agent.trading_agent:__init__:95 - Trading agent (DDPG) initialized.
2025-08-13 15:11:21.184 | INFO     | __main__:train_rl_agent:62 - Episode 1/1, Total Reward: -188132844.60
2025-08-13 15:11:21.187 | INFO     | src.agent.trading_agent:save:147 - Saving agent model to /Users/kaizheng/Desktop/gemini/agent_power_trading/models/trading_agent.pth...
2025-08-13 15:11:21.189 | INFO     | __main__:train_rl_agent:68 - RL agent training process finished.
2025-08-13 15:11:40.871 | INFO     | __main__:run_full_trading_simulation:25 - Starting full trading simulation...
2025-08-13 15:11:41.464 | INFO     | src.agent.environment:__init__:44 - Trading environment initialized with 34945 steps.
2025-08-13 15:11:41.465 | INFO     | src.agent.environment:__init__:45 - Observation space shape: (228,)
2025-08-13 15:11:41.465 | INFO     | src.agent.trading_agent:__init__:77 - Using device for TradingAgent: cpu
2025-08-13 15:11:41.687 | INFO     | src.agent.trading_agent:__init__:95 - Trading agent (DDPG) initialized.
2025-08-13 15:11:41.687 | INFO     | src.agent.trading_agent:load:154 - Loading agent model from /Users/kaizheng/Desktop/gemini/agent_power_trading/models/trading_agent.pth...
2025-08-13 15:11:42.263 | INFO     | src.inference.predictor:run_price_prediction:17 - Starting price prediction inference...
2025-08-13 15:11:42.263 | INFO     | src.inference.predictor:run_price_prediction:31 - Loading scaler from /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl...
2025-08-13 15:11:42.938 | INFO     | src.inference.predictor:run_price_prediction:35 - Preparing inference data...
2025-08-13 15:11:43.461 | INFO     | src.inference.predictor:run_price_prediction:81 - Loading price predictor model from /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 15:11:43.463 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 15:11:43.466 | INFO     | src.model.price_predictor:load:79 - Loading model from /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 15:11:49.400 | INFO     | src.inference.predictor:run_price_prediction:88 - Price prediction inference finished.
2025-08-13 15:11:53.148 | INFO     | __main__:run_full_trading_simulation:108 - Full trading simulation finished. Total cumulative reward: -188186182.37
2025-08-13 15:11:53.388 | INFO     | __main__:<module>:180 - Simulation results saved to /Users/kaizheng/Desktop/gemini/agent_power_trading/data/aexp/simulation_results.csv
2025-08-13 15:11:53.389 | INFO     | __main__:evaluate_results:121 - Starting evaluation of simulation results...
2025-08-13 15:11:53.392 | INFO     | __main__:evaluate_results:139 - Average Price Prediction Error (clipped 0-1): 0.7474
2025-08-13 15:11:53.401 | INFO     | __main__:evaluate_results:151 - Total Cumulative Trading Reward: -188186182.37
2025-08-13 15:11:53.402 | INFO     | __main__:evaluate_results:152 - Daily Trading Rewards (first 5 days):
date
2024-01-03    1.364092e+06
2024-01-04    1.663079e+06
2024-01-05    1.903794e+06
2024-01-06    1.810860e+06
2024-01-07    1.489697e+06
Name: reward, dtype: float64
2025-08-13 15:11:53.402 | INFO     | __main__:evaluate_results:159 - Evaluation finished.
2025-08-13 15:18:21.949 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 15:18:21.950 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/aexp/final_dataset.csv 加载处理过的数据...
2025-08-13 15:18:22.423 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 15:18:22.442 | INFO     | __main__:train_price_predictor:61 - 进行特征工程：时间特征、滑窗特征、Shift特征...
2025-08-13 15:18:22.577 | INFO     | __main__:train_price_predictor:96 - 对特征进行缩放...
2025-08-13 15:18:22.628 | INFO     | __main__:train_price_predictor:103 - 缩放器已保存到 /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl
2025-08-13 15:18:22.628 | INFO     | __main__:train_price_predictor:106 - 创建序列数据...
2025-08-13 15:18:23.144 | INFO     | __main__:train_price_predictor:132 - 划分训练集和测试集...
2025-08-13 15:18:24.765 | INFO     | __main__:train_price_predictor:135 - 训练集大小: 27936, 测试集大小: 6985
2025-08-13 15:18:24.769 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 15:18:25.529 | INFO     | src.model.price_predictor:train:49 - Starting model training...
2025-08-13 15:22:38.449 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 15:22:38.450 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/aexp/final_dataset.csv 加载处理过的数据...
2025-08-13 15:22:38.921 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 15:22:38.937 | INFO     | __main__:train_price_predictor:61 - 进行特征工程：时间特征、滑窗特征、Shift特征...
2025-08-13 15:22:39.054 | INFO     | __main__:train_price_predictor:96 - 对特征进行缩放...
2025-08-13 15:22:39.089 | INFO     | __main__:train_price_predictor:103 - 缩放器已保存到 /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl
2025-08-13 15:22:39.089 | INFO     | __main__:train_price_predictor:106 - 创建序列数据...
2025-08-13 15:22:39.696 | INFO     | __main__:train_price_predictor:132 - 划分训练集和测试集...
2025-08-13 15:22:41.001 | INFO     | __main__:train_price_predictor:135 - 训练集大小: 27936, 测试集大小: 6985
2025-08-13 15:22:41.001 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 15:22:41.712 | INFO     | src.model.price_predictor:train:49 - Starting model training...
2025-08-13 15:46:36.111 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 15:46:36.112 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/processed/aggregated_data.csv 加载处理过的数据...
2025-08-13 15:46:36.850 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 15:46:47.554 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 15:46:47.554 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/processed/aggregated_data.csv 加载处理过的数据...
2025-08-13 15:46:47.991 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 15:46:48.192 | INFO     | __main__:train_price_predictor:96 - 对特征进行缩放...
2025-08-13 15:47:36.989 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 15:47:36.990 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/processed/aggregated_data.csv 加载处理过的数据...
2025-08-13 15:47:37.444 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 15:47:37.469 | INFO     | __main__:train_price_predictor:96 - 对特征进行缩放...
2025-08-13 15:47:37.507 | INFO     | __main__:train_price_predictor:103 - 缩放器已保存到 /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl
2025-08-13 15:47:37.507 | INFO     | __main__:train_price_predictor:106 - 创建序列数据...
2025-08-13 15:47:37.916 | INFO     | __main__:train_price_predictor:132 - 划分训练集和测试集...
2025-08-13 15:47:38.886 | INFO     | __main__:train_price_predictor:135 - 训练集大小: 28304, 测试集大小: 7077
2025-08-13 15:47:38.887 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 15:47:39.670 | INFO     | src.model.price_predictor:train:49 - Starting model training...
2025-08-13 15:47:50.133 | INFO     | src.model.price_predictor:train:64 - Epoch [1/1], Loss: nan
2025-08-13 15:47:50.134 | INFO     | src.model.price_predictor:train:65 - Model training finished.
2025-08-13 15:47:50.148 | INFO     | __main__:train_price_predictor:144 - 在测试集上评估模型...
2025-08-13 15:47:51.139 | INFO     | __main__:train_price_predictor:147 - 模型在测试集上的评估分数: nan
2025-08-13 15:47:51.139 | INFO     | src.model.price_predictor:save:75 - Saving model to /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 15:47:51.141 | INFO     | __main__:train_price_predictor:152 - 电价预测器训练流程完成。
2025-08-13 15:48:59.929 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 15:48:59.930 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/processed/aggregated_data.csv 加载处理过的数据...
2025-08-13 15:49:00.403 | INFO     | __main__:train_price_predictor:56 - 分离特征和目标变量...
2025-08-13 15:49:00.521 | INFO     | __main__:train_price_predictor:96 - 对特征进行缩放...
2025-08-13 15:49:00.547 | INFO     | __main__:train_price_predictor:103 - 缩放器已保存到 /Users/kaizheng/Desktop/gemini/agent_power_trading/models/scaler.pkl
2025-08-13 15:49:00.547 | INFO     | __main__:train_price_predictor:106 - 创建序列数据...
2025-08-13 15:49:00.938 | INFO     | __main__:train_price_predictor:132 - 划分训练集和测试集...
2025-08-13 15:49:02.191 | INFO     | __main__:train_price_predictor:135 - 训练集大小: 28304, 测试集大小: 7077
2025-08-13 15:49:02.191 | INFO     | src.model.price_predictor:__init__:34 - Using device: cpu
2025-08-13 15:49:02.738 | INFO     | src.model.price_predictor:train:49 - Starting model training...
2025-08-13 15:49:14.146 | INFO     | src.model.price_predictor:train:64 - Epoch [1/10], Loss: nan
2025-08-13 15:49:24.713 | INFO     | src.model.price_predictor:train:64 - Epoch [2/10], Loss: nan
2025-08-13 15:49:36.970 | INFO     | src.model.price_predictor:train:64 - Epoch [3/10], Loss: nan
2025-08-13 15:49:47.715 | INFO     | src.model.price_predictor:train:64 - Epoch [4/10], Loss: nan
2025-08-13 15:49:58.262 | INFO     | src.model.price_predictor:train:64 - Epoch [5/10], Loss: nan
2025-08-13 15:50:08.742 | INFO     | src.model.price_predictor:train:64 - Epoch [6/10], Loss: nan
2025-08-13 15:50:19.146 | INFO     | src.model.price_predictor:train:64 - Epoch [7/10], Loss: nan
2025-08-13 15:50:29.763 | INFO     | src.model.price_predictor:train:64 - Epoch [8/10], Loss: nan
2025-08-13 15:50:40.409 | INFO     | src.model.price_predictor:train:64 - Epoch [9/10], Loss: nan
2025-08-13 15:50:50.907 | INFO     | src.model.price_predictor:train:64 - Epoch [10/10], Loss: nan
2025-08-13 15:50:50.908 | INFO     | src.model.price_predictor:train:65 - Model training finished.
2025-08-13 15:50:50.926 | INFO     | __main__:train_price_predictor:144 - 在测试集上评估模型...
2025-08-13 15:50:51.916 | INFO     | __main__:train_price_predictor:147 - 模型在测试集上的评估分数: nan
2025-08-13 15:50:51.916 | INFO     | src.model.price_predictor:save:75 - Saving model to /Users/kaizheng/Desktop/gemini/agent_power_trading/models/price_predictor.pth...
2025-08-13 15:50:51.919 | INFO     | __main__:train_price_predictor:152 - 电价预测器训练流程完成。
2025-08-13 15:51:38.944 | INFO     | __main__:train_price_predictor:32 - 开始电价预测器训练流程...
2025-08-13 15:51:38.944 | INFO     | __main__:train_price_predictor:44 - 从 /Users/kaizheng/Desktop/gemini/agent_power_trading/data/processed/aggregated_data.csv 加载处理过的数据...
